sector,region,size,multiestablishment_firm,legal_status,percentage_ownership,owner_manager,number_companies_owned,private_foreing_companies,government_company,other_company,female_owner,family_ownership,ceo_politician,support_group,fte_started,manager_experience,top_manager_female,age_top_manager,education_top_manager,citizenship_top_manager,multinational_exp_top_manager,quality_certification,electrical_connection,power_outages,own_generator,application_water_connection,website,percentage_sales_main_product,sales,direct_sales,direct_sales_phone,direct_sales_online,direct_sales_other,national_sales,indirect_exports,direct_exports,losses_theft_products,domestic_supplies,foreign_supplies,formal_planning,taxes_prevent_growth,labor_reg_prevent_growth,market_demand_prevent_growth,kpis,production_targets,performance_bonus,main_market,competitors,foreign_technology,informal_competitors,product_innovation,product_inn_market,process_innovation,r&d,r&d_intensity,closing_covid,own_building,own_land,construction_permit,security,losses_fraudulent_transactions,internal_funds_workingcapital,bank_loans_workingcapital,other_loans_workingcapital,suppliers_customers_workingcapital,other_source_workingcapital,fixed_assets,savings_account,overdraft_facility,credit_line,outstanding_personal_loans,application_loans,certified_fin_statements,manager_timespent_regulations,tax_inspection,online_tax_payment,government_contract,percentage_informal_payments,import_lic,operating_licence,public_support,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_safety_pos,j30_health_pos,j30_environment_pos,permanent_fte,permanent_fte_lastyear,EUl2_language_pos,EUl2_interpersonal_pos,EUl2_probsolve_pos,EUl2_manage_pos,EUl2_comp_pos,EUl2_math_pos,EUl2_tech_pos,temporal_workers,training,vacancies,EUl8_language_pos,EUl8_interpersonal_pos,EUl8_probsolve_pos,EUl8_manage_pos,EUl8_comp_pos,EUl8_math_pos,EUl8_tech_pos,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,labor,cost_elctricity,weeks_remain_open,machinery_value,age,exp,innovation
Manufacturing,North Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,0,100,0,1,1,25,0,42,1,1,0,0,0,0,0,0,1,100,650000.0,100,0,0,0,100,0,0,0,100,0,1,0,0,0,0,0,0,Local,0.0,0,0,0,0,0,0,0.0,0,100,100,0,1,0,100,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.0,0,0,0,3,4,9,8,2,1,5,7,6,5,5,3,7,4,2,1,6,5,0,1,0,3,7,4,2,1,6,5,11,4,9,8,15,1,5,13,6,7,12,3,14,10,2,150000,15000,12.0,200000.0,7.0,0,0
Retail services,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,0,0,0,0,1,9,1,56,2,1,0,0,0,0,0,0,1,90,1355000.0,2,98,0,0,100,0,0,0,99,1,1,0,1,0,0,0,0,Local,0.0,1,1,0,0,0,0,0.0,0,50,100,0,0,0,100,0,0,0,0,0,1,1,1,0,0,1,5,0,1,0,0.0,0,0,0,3,1,7,2,6,5,9,4,8,6,6,3,1,7,2,6,5,4,0,0,1,3,1,7,2,6,5,4,3,1,7,2,6,14,12,11,8,13,15,9,10,5,4,380000,1750,13.0,0.0,36.0,0,0
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,90,1,1,0,0,0,0,90,0,1,5,15,0,31,2,1,1,1,0,0,1,0,1,80,1850000.0,1,99,0,0,99,0,1,0,50,50,1,0,0,0,1,1,0,National,10.0,0,0,1,1,1,1,10000.0,0,100,100,0,1,0,60,0,0,40,0,0,1,1,0,1,0,1,5,0,1,0,0.0,0,0,0,8,7,3,4,5,2,1,9,6,12,10,1,3,7,4,5,2,6,2,0,1,1,3,7,4,5,2,6,14,7,15,4,11,2,1,12,6,3,13,9,5,8,10,570000,20000,31.0,600000.0,6.0,1,1
Manufacturing,East Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,7,37,0,58,1,1,0,0,0,0,0,0,1,90,1200000.0,20,80,0,0,99,0,1,0,0,0,0,0,0,0,0,0,0,National,2.0,0,1,1,0,1,1,10000.0,0,100,100,0,1,0,100,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0.0,0,0,0,4,9,6,7,1,2,5,3,8,8,8,4,3,6,7,1,2,5,0,0,0,4,3,6,7,1,2,5,15,13,6,7,1,11,5,12,14,8,2,3,9,10,4,270000,14400,12.0,400000.0,22.0,1,1
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,1,30,0,49,1,1,0,1,1,1,0,0,1,65,1800000.0,15,85,0,0,20,60,20,0,20,80,0,0,0,0,0,0,0,National,5500.0,0,0,1,1,1,0,0.0,0,100,100,0,1,0,95,0,0,5,0,1,1,1,1,0,0,1,20,0,1,0,0.0,0,0,0,3,2,7,8,6,1,5,4,9,13,11,1,7,4,2,6,3,5,0,0,1,1,7,4,2,6,3,5,11,14,7,15,13,1,12,4,9,2,3,5,6,10,8,600000,24000,4.0,2000000.0,29.0,1,1
Other services,South Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,3,37,0,47,2,1,1,1,0,1,0,0,1,70,1700000.0,0,0,0,100,70,0,30,0,50,50,1,0,0,1,1,1,0,National,15.0,0,1,1,0,1,0,0.0,0,0,0,1,1,0,100,0,0,0,0,1,1,1,0,0,1,1,5,1,1,1,0.0,0,0,0,1,3,8,9,5,4,2,7,6,12,6,7,3,6,1,5,4,2,0,1,1,7,3,6,1,5,4,2,2,14,8,9,12,11,10,7,6,5,4,13,15,3,1,600000,17000,0.0,0.0,5.0,1,1
Manufacturing,South Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,85,0,1,100,0,0,0,100,0,1,4,25,0,53,2,1,0,0,0,0,0,0,1,95,3500000.0,100,0,0,0,10,0,90,0,99,1,1,0,0,1,1,1,1,International,2.0,0,0,1,0,1,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0.0,0,0,0,4,9,5,8,2,6,7,3,1,11,12,4,3,1,5,2,6,7,0,0,0,4,3,1,5,2,6,7,4,14,11,12,9,13,10,15,1,2,5,8,6,7,3,850000,10000,0.0,200000.0,22.0,1,1
Other services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,0,8,40,0,60,1,1,0,0,0,0,0,0,1,80,3200000.0,5,5,0,90,97,3,0,0,30,70,1,0,0,0,0,0,0,National,1.0,0,0,0,0,0,0,0.0,0,100,100,1,1,0,100,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0,0,1,3,1,2,5,4,8,7,9,6,9,9,3,5,2,6,4,1,7,1,1,0,3,5,2,6,4,1,7,3,1,2,11,4,8,12,14,6,13,5,7,15,10,9,350000,7000,26.0,0.0,15.0,1,0
Manufacturing,East Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,1,100,0,1,2,7,1,41,2,1,0,0,0,0,0,0,1,70,771000.0,0,100,0,0,100,0,0,0,60,40,1,0,0,1,0,1,0,National,1.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,20,0,0,80,0,1,1,1,0,1,1,3,0,1,0,0.0,0,0,1,5,2,9,7,8,1,6,4,3,9,10,5,6,2,7,4,1,3,0,0,1,5,6,2,7,4,1,3,5,12,9,7,8,1,11,13,3,15,6,10,14,4,2,320000,10000,1.0,300000.0,28.0,0,0
Manufacturing,East Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,14,0,0,0,0,0,0,0,9,43,0,77,2,1,1,0,0,0,0,0,1,100,1650000.0,10,0,0,90,20,80,0,0,80,20,1,0,0,0,1,1,0,International,5.0,0,0,1,1,1,0,0.0,0,0,0,0,1,0,95,0,0,5,0,0,1,0,0,0,0,1,10,0,1,1,0.0,0,0,1,7,4,3,5,2,6,9,1,8,17,13,7,4,3,5,2,6,1,0,1,1,7,4,3,5,2,6,1,15,4,3,5,11,10,1,12,8,9,2,13,14,6,7,600000,5000,8.0,250000.0,5.0,1,1
Manufacturing,East Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,1,13,0,56,3,1,0,1,0,0,0,0,1,95,26000000.0,0,100,0,0,10,10,80,0,10,90,1,0,0,1,1,1,1,International,10.0,0,0,1,1,1,1,150000.0,0,0,0,0,0,1,40,50,0,10,0,0,1,1,0,0,0,1,2,0,1,0,0.0,0,0,1,5,8,7,2,4,9,1,6,3,50,50,5,4,6,2,7,3,1,10,1,1,5,4,6,2,7,3,1,10,8,13,12,4,9,5,11,14,7,6,2,1,15,3,4000000,100000,24.0,3000000.0,102.0,1,1
Manufacturing,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,50,1,1,0,0,0,0,50,0,1,1,18,0,43,2,0,1,0,1,0,0,0,1,99,25000000.0,70,30,0,0,20,10,70,0,30,70,0,0,0,1,1,0,1,International,100.0,1,0,0,0,0,1,10000.0,1,0,0,0,1,0,100,0,0,0,0,1,1,0,0,1,0,1,4,0,1,0,0.0,0,0,0,2,3,6,4,1,9,5,7,8,12,9,2,3,6,4,1,7,5,2,1,1,2,3,6,4,1,7,5,2,12,6,4,1,11,5,7,10,15,9,13,14,3,8,950000,8000,50.0,0.0,11.0,1,0
Retail services,North Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,1,100,0,1,1,40,0,56,1,1,1,0,0,0,1,0,1,100,2000000.0,70,0,30,0,95,0,5,1,70,30,1,1,1,1,0,0,0,Local,10.0,0,1,0,0,0,0,0.0,0,100,100,0,1,1,50,40,0,9,1,1,1,1,1,0,1,1,10,0,1,1,0.0,0,0,0,7,4,5,1,3,2,9,6,8,6,10,7,4,5,1,3,2,6,10,0,1,7,4,5,1,3,2,6,11,12,5,10,3,15,9,14,8,1,13,4,7,6,2,270000,12000,4.0,0.0,31.0,1,0
Retail services,South Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,1,100,0,1,4,51,0,66,2,1,0,1,0,0,0,0,1,100,600000.0,100,0,0,0,100,0,0,0,50,50,0,1,1,0,1,1,0,Local,6.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,100,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0,0,0,6,7,8,9,2,4,5,1,3,6,5,6,7,1,3,2,4,5,0,1,1,6,7,1,3,2,4,5,14,12,11,13,2,4,5,10,3,15,8,7,9,6,1,95000,10200,3.0,0.0,13.0,0,0
Retail services,West Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,0,100,0,1,7,35,0,55,1,1,1,1,0,1,0,0,1,70,920000.0,100,0,0,0,100,0,0,0,91,9,0,1,1,0,1,0,0,National,8.0,0,1,1,1,1,0,0.0,0,0,0,0,0,0,40,30,0,0,30,1,1,1,1,0,0,1,2,0,1,0,0.0,0,0,0,2,6,8,4,1,7,3,9,5,4,3,2,6,5,4,1,7,3,5,1,1,2,6,5,4,1,7,3,2,6,14,4,12,13,9,8,11,3,5,15,7,10,1,200000,9931,0.0,0.0,11.0,0,1
Retail services,East Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,0,100,0,1,2,30,0,48,1,1,0,0,0,0,0,0,1,100,700000.0,90,0,10,0,100,0,0,0,100,0,0,0,0,0,0,0,0,Local,5.0,0,0,1,1,1,0,0.0,0,100,100,0,0,0,100,0,0,0,0,0,1,1,0,0,0,0,5,0,1,0,0.0,0,0,0,6,3,9,2,4,5,8,7,1,4,4,1,3,7,2,4,5,6,0,0,1,1,3,7,2,4,5,6,14,1,11,2,13,5,8,10,12,3,9,7,4,15,6,140000,22000,0.0,0.0,54.0,0,1
Retail services,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,0,27,0,56,1,1,0,0,0,0,0,0,1,100,752000.0,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,Local,4.0,0,0,1,0,1,0,0.0,0,100,100,0,0,1,100,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0.0,0,0,1,5,3,2,4,1,6,9,7,8,2,2,5,3,2,4,1,6,7,4,0,0,5,3,2,4,1,6,7,5,14,13,11,15,6,12,7,8,1,4,9,2,3,10,158000,5600,26.0,0.0,97.0,0,1
Manufacturing,West Netherlands,Small,0,Sole proprietorship,100,1,1,0,0,0,1,100,0,1,2,44,1,60,1,1,0,0,0,0,0,0,1,70,550000.0,100,0,0,0,100,0,0,0,40,60,0,0,0,0,0,0,0,Local,1.0,0,0,1,1,1,0,0.0,0,100,100,0,0,0,0,95,5,0,0,0,1,1,1,0,0,1,2,1,1,0,0.0,0,0,0,6,7,2,8,4,5,9,3,1,4,4,6,7,2,3,4,5,1,43,0,0,6,7,2,3,4,5,1,12,3,2,13,11,14,9,10,1,6,15,7,8,5,4,250000,15000,0.0,400000.0,48.0,0,1
Other services,North Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,4,40,0,54,1,1,0,0,0,0,0,0,1,40,800000.0,100,0,0,0,100,0,0,0,90,10,0,0,1,0,0,1,0,Local,8.0,0,0,0,0,0,1,5000.0,1,0,0,0,1,0,100,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0,0,1,9,7,6,2,3,5,8,4,1,5,5,4,7,1,2,3,5,6,6,1,1,4,7,1,2,3,5,6,9,7,6,12,13,5,14,11,10,1,15,2,3,8,4,300000,37000,8.0,0.0,19.0,0,0
Retail services,South Netherlands,Small,0,Partnership,100,1,1,0,0,0,1,100,0,1,1,14,0,41,1,1,0,0,1,0,0,0,1,95,1400000.0,99,0,1,0,100,0,0,0,0,100,1,0,0,0,1,0,0,Local,3.0,0,1,1,0,1,0,0.0,1,100,100,0,1,1,100,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0.0,0,0,0,2,9,6,3,4,7,5,8,1,3,2,2,1,6,3,4,7,5,0,1,1,2,1,6,3,4,7,5,10,9,11,3,13,7,5,8,1,12,14,2,4,15,6,90000,15000,15.0,0.0,13.0,0,1
Other services,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,93,1,2,0,0,0,0,0,0,1,1,20,0,53,3,1,1,0,0,0,0,0,1,100,500000.0,20,50,30,0,70,20,10,0,100,0,0,0,0,0,1,0,0,International,0.0,0,0,1,1,1,1,70000.0,0,50,50,0,0,0,100,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0.0,0,0,0,4,1,6,9,5,2,7,8,3,5,0,4,7,6,1,5,2,3,0,1,1,4,7,6,1,5,2,3,4,13,6,9,11,2,7,12,3,8,14,10,1,15,5,300000,2500,52.0,0.0,10.0,1,1
Retail services,East Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,50,1,1,0,0,0,0,0,0,1,0,3,0,34,3,1,0,1,0,0,0,0,1,100,2500000.0,90,9,1,0,100,0,0,0,5,95,0,0,0,0,1,1,0,Local,5.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,50,0,0,50,0,1,1,1,0,0,1,0,0,1,0,0.0,0,0,1,7,9,2,5,1,8,3,4,6,2,2,7,4,2,5,6,1,3,0,1,1,7,4,2,5,6,1,3,7,1,11,13,14,12,3,4,15,10,2,8,5,9,6,610000,5700,8.0,0.0,31.0,0,0
Retail services,North Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,2,0,0,0,0,100,0,1,3,15,0,45,1,1,1,0,0,0,0,0,1,90,1600000.0,20,60,20,0,100,0,0,0,80,20,0,0,1,0,1,1,0,Local,7.0,0,0,1,1,1,0,0.0,0,50,50,0,1,1,80,0,0,0,20,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,2,4,1,3,7,8,9,5,6,5,5,2,4,1,3,6,7,5,0,0,1,2,4,1,3,6,7,5,2,4,11,13,7,15,12,14,6,1,10,9,3,5,8,308000,7000,26.0,0.0,15.0,0,1
Manufacturing,South Netherlands,Large,1,Shareholding company with non-traded shares or shares traded privately,100,0,1,0,0,0,1,100,0,1,10,7,0,46,3,1,1,1,0,0,0,0,1,95,43000000.0,0,0,0,100,15,3,82,1,40,60,1,0,0,0,1,1,1,International,10.0,0,0,1,0,1,1,2000000.0,0,0,0,0,1,1,75,0,0,15,10,1,1,1,0,0,0,0,15,1,1,0,0.0,0,0,0,4,2,9,3,5,1,7,6,8,120,100,4,2,6,3,5,1,7,12,1,1,4,2,6,3,5,1,7,11,2,9,3,5,13,15,10,12,14,4,8,6,7,1,4600000,400000,0.0,17000000.0,65.0,1,1
Other services,East Netherlands,Medium,0,Shareholding company with non-traded shares or shares traded privately,50,1,1,0,0,0,0,0,0,0,1,11,0,43,1,1,1,1,0,0,0,0,1,100,2100000.0,0,85,15,0,90,0,10,0,70,30,1,0,0,1,1,1,0,National,4.0,0,1,1,0,1,0,0.0,1,0,0,0,1,0,0,100,0,0,0,1,1,0,1,0,1,1,5,0,1,0,0.0,0,0,1,9,1,6,5,2,7,8,4,3,16,12,4,6,3,5,2,7,1,0,1,0,4,6,3,5,2,7,1,14,2,6,5,10,11,13,4,12,8,7,3,15,9,1,770000,11000,16.0,0.0,9.0,1,1
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,8,0,0,0,0,100,0,1,8,25,1,62,2,1,0,1,0,0,0,0,1,100,2500000.0,0,100,0,0,95,0,5,0,40,60,1,0,0,0,0,0,1,National,5500.0,0,0,1,1,1,0,0.0,1,0,0,0,1,0,80,0,0,10,10,1,1,1,1,0,1,1,10,0,1,0,0.0,0,0,1,3,7,9,2,4,6,1,5,8,12,11,3,7,5,2,4,6,1,2,0,1,3,7,5,2,4,6,1,15,14,9,2,4,7,13,11,8,12,5,6,1,3,10,500000,60000,12.0,1600000.0,17.0,1,1
Manufacturing,East Netherlands,Medium,1,Shareholding company with non-traded shares or shares traded privately,33,1,12,0,0,0,0,0,0,1,15,2,0,45,2,1,1,1,0,0,0,0,0,85,5600000.0,0,0,0,100,100,0,0,0,100,0,1,0,0,0,0,1,0,National,0.0,0,0,1,1,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,15,0,0,0,0.0,0,0,0,9,3,2,5,1,7,4,8,6,20,0,6,3,2,5,1,7,4,20,1,1,6,3,2,5,1,7,4,9,12,2,10,15,11,14,8,6,5,7,13,3,4,1,1900000,200000,0.0,0.0,4.0,0,1
Manufacturing,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,50,1,1,0,0,0,1,100,0,0,3,30,1,58,1,1,0,1,1,1,1,0,1,100,2600000.0,0,100,0,0,100,0,0,0,99,1,0,0,1,0,1,1,1,National,3.0,0,0,1,1,1,0,0.0,0,100,100,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,3,0,1,0,0.0,1,0,0,2,7,4,6,3,1,5,9,8,12,10,2,6,1,4,3,7,5,5,1,1,2,6,1,4,3,7,5,15,11,12,13,3,14,5,9,8,6,7,4,1,2,10,600000,190000,8.0,750000.0,37.0,0,1
Manufacturing,South Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,60,0,200,60,0,0,0,40,0,1,9,10,0,36,3,1,0,1,0,1,0,0,0,100,5272000.0,0,0,0,100,5,10,85,0,90,10,0,0,1,0,1,1,1,International,3.0,0,0,0,0,0,0,0.0,0,100,100,0,1,0,75,25,0,0,0,1,1,1,1,0,1,1,10,0,1,0,0.0,0,0,0,3,7,5,6,1,2,4,9,8,15,11,3,7,5,6,1,2,4,0,0,1,3,7,5,6,1,2,4,3,12,13,6,1,2,4,9,15,11,14,7,10,5,8,461445,100000,8.0,10000000.0,12.0,1,0
Manufacturing,West Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,7,20,0,56,1,1,0,0,0,0,0,0,1,100,2900000.0,0,100,0,0,100,0,0,0,0,100,1,0,1,0,0,1,1,National,5500.0,0,1,0,0,0,1,15000.0,0,0,0,0,1,0,100,0,0,0,0,1,1,1,0,1,0,0,10,0,1,0,0.0,0,0,0,4,9,6,2,5,3,1,8,7,9,9,4,7,6,2,5,3,1,5,0,1,4,7,6,2,5,3,1,4,15,14,11,12,9,1,8,13,10,2,5,7,6,3,800000,18000,10.0,2000000.0,12.0,0,0
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,50,1,1,0,0,0,0,0,0,1,2,17,0,38,1,1,1,0,0,0,0,0,1,100,180000.0,0,60,10,30,100,0,0,0,10,90,1,1,0,0,1,1,0,National,0.0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,100,0,0,0,0,0,1,1,0,0,0,1,10,0,1,0,0.0,0,0,1,9,5,4,6,7,2,3,8,1,2,4,1,5,4,6,7,2,3,5,0,1,1,5,4,6,7,2,3,12,14,1,11,7,15,3,13,5,4,6,9,8,10,2,140000,0,28.0,12000.0,11.0,0,1
Manufacturing,North Netherlands,Small,1,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,1,22,0,55,3,1,1,0,0,0,0,0,1,80,1400000.0,0,0,0,100,50,0,50,0,0,100,1,0,0,0,0,1,0,International,8.0,0,0,0,0,0,1,40000.0,0,0,0,0,1,0,30,60,0,10,0,1,1,1,0,0,0,1,5,0,1,0,0.0,0,0,1,3,7,5,6,2,9,4,8,1,11,9,5,7,3,6,2,1,4,0,0,1,5,7,3,6,2,1,4,3,13,14,11,2,12,15,8,1,6,9,4,7,5,10,412000,35000,6.0,1500000.0,64.0,1,0
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,0,40,0,60,0,1,0,0,0,0,0,0,1,100,2800000.0,1,79,20,0,60,0,40,0,70,30,1,0,0,0,1,1,0,National,50.0,0,0,0,0,0,0,0.0,0,100,100,0,1,1,100,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0.0,1,0,1,1,7,4,5,9,2,6,8,3,8,8,7,1,4,5,3,2,6,3,0,0,7,1,4,5,3,2,6,9,7,4,12,10,2,15,8,11,13,14,1,5,3,6,0,0,0.0,0.0,29.0,1,0
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,100,0,1,1,31,0,48,1,1,1,1,0,0,0,0,1,99,2200000.0,10,80,7,3,99,0,1,0,0,100,0,1,1,1,1,1,0,National,6.0,0,0,1,1,1,1,15000.0,0,100,100,0,1,0,100,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0.0,0,0,0,2,3,5,1,9,4,6,7,8,7,7,1,3,7,2,5,4,6,0,0,1,1,3,7,2,5,4,6,14,15,5,10,9,4,6,7,8,11,12,13,1,2,3,400000,30000,8.0,4000000.0,21.0,1,1
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,0,0,1,15,12,0,35,1,1,0,0,0,0,0,0,1,100,2500000.0,0,100,0,0,100,0,0,0,0,100,0,0,1,0,0,0,0,National,5500.0,0,0,0,0,0,0,0.0,0,50,50,0,1,1,100,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0.0,0,0,1,4,1,3,6,8,9,7,2,5,15,15,1,5,3,6,2,4,7,4,0,1,1,5,3,6,2,4,7,4,11,10,6,13,9,7,12,5,14,15,2,8,3,1,540000,9500,2.0,0.0,6.0,0,0
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,1,55,0,1,4,16,0,58,1,1,0,1,0,0,0,0,1,50,2000000.0,70,0,0,30,90,0,10,0,100,0,1,0,0,0,0,0,0,National,4.0,0,0,0,0,0,0,0.0,0,100,100,0,1,0,0,20,0,80,0,0,1,1,1,1,1,0,5,1,1,0,0.0,0,0,1,1,8,3,9,4,7,5,6,2,12,11,1,6,3,2,4,7,5,0,1,1,1,6,3,2,4,7,5,1,11,12,13,4,7,5,14,15,9,8,3,10,6,2,818000,78000,3.0,750000.0,16.0,1,0
Manufacturing,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,5,30,0,57,1,1,1,0,0,0,0,0,1,100,1300000.0,30,0,10,60,40,0,60,0,98,2,0,0,0,0,1,1,0,International,2.0,0,1,1,1,1,0,0.0,0,100,100,0,0,0,60,0,0,40,0,1,1,0,1,0,0,1,10,1,1,0,0.0,0,0,0,4,3,6,2,7,8,5,9,1,10,11,4,3,6,2,7,1,5,3,1,1,4,3,6,2,7,1,5,15,14,6,13,7,11,12,9,1,8,10,5,2,3,4,450000,10000,0.0,200000.0,13.0,1,1
Other services,East Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,25,1,1,0,0,0,0,25,0,1,8,20,0,53,2,1,0,0,0,0,0,0,1,100,1400000.0,0,20,0,80,99,0,1,0,80,20,1,0,1,1,0,0,1,National,4.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,0.0,0,0,1,5,8,7,3,9,4,6,2,1,8,9,5,2,7,3,1,4,6,3,0,1,5,2,7,3,1,4,6,11,14,7,3,13,15,6,12,1,8,5,2,9,10,4,485000,13000,1.0,0.0,49.0,1,0
Manufacturing,East Netherlands,Small,0,Partnership,100,0,1,0,0,0,0,100,0,1,1,2,0,57,1,1,0,0,0,0,0,0,1,100,700000.0,0,0,100,0,65,0,35,0,40,60,0,0,1,0,0,1,0,International,0.0,0,0,1,1,1,0,0.0,0,100,100,0,0,0,100,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0.0,0,0,1,5,1,4,2,3,7,8,9,6,9,9,5,6,4,2,3,1,7,0,0,0,5,6,4,2,3,1,7,5,1,4,12,3,7,8,10,13,11,9,14,6,15,2,420000,5000,12.0,0.0,45.0,1,1
Manufacturing,West Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,20,1,1,30,0,0,1,0,0,0,1,30,0,58,3,1,1,0,0,0,0,0,1,100,1162000.0,0,0,0,100,7,0,93,0,40,60,1,0,0,0,1,1,0,International,0.0,0,0,1,1,1,1,536000.0,0,0,0,0,1,0,100,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0,0,0,0,1,5,8,9,3,7,6,2,4,11,11,1,4,2,5,3,7,6,0,0,0,1,4,2,5,3,7,6,12,13,8,10,3,7,15,11,4,14,2,9,1,5,6,617000,0,0.0,86170.0,8.0,1,1
Manufacturing,South Netherlands,Small,0,Shareholding company with non-traded shares or shares traded privately,100,1,1,0,0,0,0,100,0,1,3,11,0,49,1,1,1,1,0,1,1,0,1,50,1000000.0,0,30,45,25,45,3,52,1,20,80,0,1,0,1,0,1,0,International,7.0,0,1,1,0,1,1,50000.0,0,100,100,0,0,0,0,100,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0.0,1,0,1,1,6,7,4,9,8,2,3,5,12,9,1,6,7,4,5,3,2,0,0,1,1,6,7,4,5,3,2,2,6,7,4,9,1,10,11,5,12,14,13,15,3,8,195000,35000,20.0,784000.0,73.0,1,1
